Name ,Weight (%),Market Value,Sector,ISIN,Country
JAPAN REAL ESTATE INVESTMENT TRUST,0.01,"USD 665,318.63",Real Estate,JP3027680002,JP
MTR CORPORATION CORP LTD,0.01,"USD 665,253.01",Industrials,HK0066009694,HK
CYBER ARK SOFTWARE LTD,0.01,"USD 663,561.60",Information Technology,IL0011334468,IL
SPARK NEW ZEALAND LTD,0.01,"USD 661,210.30",Communication,NZTELE0001S4,NZ
FUTU HOLDINGS ADR LTD,0.01,"USD 660,879.20",Financials,US36118L1061,US
SOFINA SA,0.01,"USD 659,462.38",Financials,BE0003717312,BE
KANSAI PAINT LTD,0.01,"USD 658,721.81",Materials,JP3229400001,JP
TSURUHA HOLDINGS INC,0.01,"USD 658,877.35",Consumer Staples,JP3536150000,JP
WH GROUP LTD,0.01,"USD 657,547.31",Consumer Staples,KYG960071028,KY
GECINA SA,0.01,"USD 655,440.14",Real Estate,FR0010040865,FR
IMPERIAL OIL LTD,0.01,"USD 655,471.08",Energy,CA4530384086,CA
XINYI GLASS HOLDINGS LTD,0.01,"USD 646,721.29",Industrials,KYG9828G1082,KY
TRADEWEB MARKETS INC CLASS A,0.01,"USD 645,682.44",Financials,US8926721064,US
IPG PHOTONICS CORP,0.01,"USD 642,297.12",Information Technology,US44980X1090,US
YAMATO HOLDINGS LTD,0.01,"USD 641,736.58",Industrials,JP3940000007,JP
IIDA GROUP HOLDINGS LTD,0.01,"USD 641,301.07",Consumer Discretionary,JP3131090007,JP
ISUZU MOTORS LTD,0.01,"USD 640,302.85",Consumer Discretionary,JP3137200006,JP
SIRIUS XM HOLDINGS INC,0.01,"USD 639,346.08",Communication,US82968B1035,US
KINTETSU GROUP HOLDINGS LTD,0.01,"USD 637,837.96",Industrials,JP3260800002,JP
GPT GROUP STAPLED UNITS,0.01,"USD 637,097.39",Real Estate,AU000000GPT8,AU
KEPPEL LTD,0.01,"USD 635,011.19",Industrials,SG1U68934629,SG
VORNADO REALTY TRUST REIT,0.01,"USD 634,551.24",Real Estate,US9290421091,US
KAJIMA CORP,0.01,"USD 633,306.19",Industrials,JP3210200006,JP
GLP J-REIT REIT,0.01,"USD 633,369.32",Real Estate,JP3047510007,JP
GETLINK,0.01,"USD 632,576.64",Industrials,FR0010533075,FR
CHEUNG KONG INFRASTRUCTURE HOLDING,0.01,"USD 631,877.91",Utilities,BMG2178K1009,BM
AVEVA GROUP PLC,0.01,"USD 628,579.91",Information Technology,GB00BBG9VN75,GB
TOBU RAILWAY LTD,0.01,"USD 625,622.40",Industrials,JP3597800006,JP
NOMURA REAL ESTATE MASTER FUND REI,0.01,"USD 624,996.57",Real Estate,JP3048110005,JP
RECORDATI INDUSTRIA CHIMICA E FARM,0.01,"USD 624,062.46",Health Care,IT0003828271,IT
HONGKONG LAND HOLDINGS LTD,0.01,"USD 622,440.00",Real Estate,BMG4587L1090,BM
SCHRODERS PLC,0.01,"USD 622,466.72",Financials,GB0002405495,GB
SBI HOLDINGS INC,0.01,"USD 621,161.54",Financials,JP3436120004,JP
WENDEL,0.01,"USD 619,504.70",Financials,FR0000121204,FR
SIEMENS GAMESA RENEWABLE ENERGY SA,0.01,"USD 619,587.38",Industrials,ES0143416115,ES
FASTIGHETS BALDER B,0.01,"USD 619,317.46",Real Estate,SE0000455057,SE
AGNC INVESTMENT REIT CORP,0.01,"USD 617,779.68",Financials,US00123Q1040,US
EPIROC CLASS B,0.01,"USD 617,324.78",Industrials,SE0015658117,SE
ACCOR SA,0.01,"USD 617,276.18",Consumer Discretionary,FR0000120404,FR
SITC INTERNATIONAL HOLDINGS LTD,0.01,"USD 616,816.06",Industrials,KYG8187G1055,KY
SCHINDLER HOLDING AG,0.01,"USD 614,123.48",Industrials,CH0024638212,CH
SEEK LTD,0.01,"USD 611,976.63",Communication,AU000000SEK6,AU
TRYG,0.01,"USD 611,982.69",Financials,DK0060636678,DK
ILIAD SA,0.01,"USD 611,330.68",Communication,FR0004035913,FR
LATOUR INVESTMENT CLASS B,0.01,"USD 610,656.37",Industrials,SE0010100958,SE
ORPEA SA,0.01,"USD 610,437.64",Health Care,FR0000184798,FR
UBISOFT ENTERTAINMENT SA CAT A,0.01,"USD 609,707.93",Communication,FR0000054470,FR
VISTRA CORP,0.01,"USD 609,386.68",Utilities,US92840M1027,US
WILMAR INTERNATIONAL LTD,0.01,"USD 608,527.22",Consumer Staples,SG1T56930848,SG
AMPOL LTD,0.01,"USD 607,993.50",Energy,AU0000088338,AU
CHEWY INC CLASS A,0.01,"USD 607,538.85",Consumer Discretionary,US16679L1098,US
NIPPON SANSO HOLDINGS CORP,0.01,"USD 605,132.90",Materials,JP3711600001,JP
OBAYASHI CORP,0.01,"USD 603,390.82",Industrials,JP3190000004,JP
IVANHOE MINES LTD CLASS A,0.01,"USD 601,031.27",Materials,CA46579R1047,CA
JERONIMO MARTINS SA,0.01,"USD 600,625.58",Consumer Staples,PTJMT0AE0001,PT
SAPUTO INC,0.01,"USD 600,340.95",Consumer Staples,CA8029121057,CA
NABTESCO CORP,0.01,"USD 600,301.94",Industrials,JP3651210001,JP
AMERCO,0.01,"USD 600,106.28",Industrials,US0235861004,US
PERSOL HOLDINGS LTD,0.01,"USD 599,926.80",Industrials,JP3547670004,JP
SANDS CHINA LTD,0.01,"USD 599,044.11",Consumer Discretionary,KYG7800X1079,KY
CARLYLE GROUP INC,0.01,"USD 598,494.68",Financials,US14316J1088,US
SAINSBURY(J) PLC,0.01,"USD 596,675.71",Consumer Staples,GB00B019KW72,GB
TREASURY WINE ESTATES LTD,0.01,"USD 594,196.37",Consumer Staples,AU000000TWE9,AU
DIRECT LINE INSURANCE PLC,0.01,"USD 594,068.20",Financials,GB00BY9D0Y18,GB
FIRSTSERVICE SUBORDINATE VOTING CO,0.01,"USD 593,311.22",Real Estate,CA33767E2024,CA
BRITISH LAND REIT PLC,0.01,"USD 592,506.45",Real Estate,GB0001367019,GB
IBIDEN LTD,0.01,"USD 589,322.48",Information Technology,JP3148800000,JP
CAPITALAND INVESTMENT LTD,0.01,"USD 588,955.26",Financials,SGXE62145532,SG
AZRIELI GROUP LTD,0.01,"USD 586,537.89",Real Estate,IL0011194789,IL
AUTOLIV INC,0.01,"USD 584,763.12",Consumer Discretionary,US0528001094,US
ENDEAVOUR GROUP LTD,0.01,"USD 582,076.07",Consumer Staples,AU0000154833,AU
SQUARE ENIX HLDG LTD,0.01,"USD 580,630.40",Communication,JP3164630000,JP
BERKELEY GROUP HOLDINGS (THE) PLC,0.01,"USD 578,161.96",Consumer Discretionary,GB00BLJNXL82,GB
OTSUKA CORP,0.01,"USD 577,684.25",Information Technology,JP3188200004,JP
IDEMITSU KOSAN LTD,0.01,"USD 576,073.29",Energy,JP3142500002,JP
ZILLOW GROUP INC CLASS A,0.01,"USD 576,026.36",Communication,US98954M1018,US
KOEI TECMO HOLDINGS LTD,0.01,"USD 574,476.42",Communication,JP3283460008,JP
INPEX CORP,0.01,"USD 570,789.15",Energy,JP3294460005,JP
WARTSILA,0.01,"USD 569,935.03",Industrials,FI0009003727,FI
NUVEI SUBORDINATE VOTING CORP,0.01,"USD 569,493.58",Information Technology,CA67079A1021,CA
SINGAPORE AIRLINES LTD,0.01,"USD 569,536.91",Industrials,SG1V61937297,SG
NEMETSCHEK,0.01,"USD 569,642.00",Information Technology,DE0006452907,DE
KOBE BUSSAN LTD,0.01,"USD 567,500.80",Consumer Staples,JP3291200008,JP
EVONIK INDUSTRIES AG,0.01,"USD 567,839.60",Materials,DE000EVNK013,DE
BECHTLE AG,0.01,"USD 566,839.15",Information Technology,DE0005158703,DE
ODAKYU ELECTRIC RAILWAY LTD,0.01,"USD 566,142.09",Industrials,JP3196000008,JP
HUSQVARNA,0.01,"USD 566,595.50",Consumer Discretionary,SE0001662230,SE
BARRY CALLEBAUT AG,0.01,"USD 563,442.31",Consumer Staples,CH0009002962,CH
CHIBA BANK LTD,0.01,"USD 562,781.46",Financials,JP3511800009,JP
RYOHIN KEIKAKU LTD,0.01,"USD 562,689.97",Consumer Discretionary,JP3976300008,JP
BROTHER INDUSTRIES LTD,0.01,"USD 560,730.13",Information Technology,JP3830000000,JP
SECURITAS B,0.01,"USD 559,548.76",Industrials,SE0000163594,SE
KOBAYASHI PHARMACEUTICAL LTD,0.01,"USD 559,348.55",Consumer Staples,JP3301100008,JP
KOSE CORP,0.01,"USD 559,769.43",Consumer Staples,JP3283650004,JP
PPD INC,0.01,"USD 558,292.80",Health Care,US69355F1021,US
AMBU CLASS B,0.01,"USD 557,472.73",Health Care,DK0060946788,DK
HEICO CORP,0.01,"USD 557,001.72",Industrials,US4228061093,US
REMY COINTREAU SA,0.01,"USD 556,586.26",Consumer Staples,FR0000130395,FR
GFL ENVIRONMENTAL SUBORDINATE VOTI,0.01,"USD 556,105.21",Industrials,CA36168Q1046,CA
WASHINGTON H SOUL PATTINSON & COMP,0.01,"USD 554,066.49",Energy,AU000000SOL3,AU
OAK STREET HEALTH INC,0.01,"USD 553,069.62",Health Care,US67181A1079,US
NIPPON SHINYAKU LTD,0.01,"USD 552,779.18",Health Care,JP3717600005,JP
SUMCO CORP,0.01,"USD 552,673.04",Information Technology,JP3322930003,JP
VICINITY CENTRES,0.01,"USD 553,081.26",Real Estate,AU000000VCX7,AU
DAVITA INC,0.01,"USD 552,464.83",Health Care,US23918K1088,US
SCSK CORP,0.01,"USD 550,949.27",Information Technology,JP3400400002,JP
MAZDA MOTOR CORP,0.01,"USD 549,851.32",Consumer Discretionary,JP3868400007,JP
ALTAGAS LTD,0.01,"USD 548,063.82",Utilities,CA0213611001,CA
SANTEN PHARMACEUTICAL LTD,0.01,"USD 547,106.46",Health Care,JP3336000009,JP
HARGREAVES LANSDOWN PLC,0.01,"USD 547,171.05",Financials,GB00B1VZ0M25,GB
TMX GROUP LTD,0.01,"USD 546,581.43",Financials,CA87262K1057,CA
DELTA AIR LINES INC,0.01,"USD 545,565.32",Industrials,US2473617023,US
TOSOH CORP,0.01,"USD 544,276.50",Materials,JP3595200001,JP
ORION CLASS B,0.01,"USD 542,510.11",Health Care,FI0009014377,FI
BIOMERIEUX SA,0.01,"USD 541,536.00",Health Care,FR0013280286,FR
HANG LUNG PROPERTIES LTD,0.01,"USD 540,766.59",Real Estate,HK0101000591,HK
OJI HOLDINGS CORP,0.01,"USD 540,570.02",Materials,JP3174410005,JP
NH FOODS LTD,0.01,"USD 534,059.20",Consumer Staples,JP3743000006,JP
SHIMIZU CORP,0.01,"USD 534,377.60",Industrials,JP3358800005,JP
ROCKWOOL INTERNATIONAL B,0.01,"USD 533,411.32",Industrials,DK0010219153,DK
MERCARI INC,0.01,"USD 532,869.76",Consumer Discretionary,JP3921290007,JP
AMUNDI SA,0.01,"USD 529,205.48",Financials,FR0004125920,FR
NISSIN FOODS HOLDINGS LTD,0.01,"USD 529,356.33",Consumer Staples,JP3675600005,JP
COMPUTERSHARE LTD,0.01,"USD 529,010.53",Information Technology,AU000000CPU5,AU
HIROSE ELECTRIC LTD,0.01,"USD 527,817.83",Information Technology,JP3799000009,JP
BLACKBERRY LTD,0.01,"USD 526,333.00",Information Technology,CA09228F1036,CA
ENAGAS SA,0.01,"USD 526,360.58",Utilities,ES0130960018,ES
VIFOR PHARMA AG,0.01,"USD 525,018.82",Health Care,CH0364749348,CH
ORIGIN ENERGY LTD,0.01,"USD 521,313.34",Utilities,AU000000ORG5,AU
LA FRANCAISE DES JEUX SA,0.01,"USD 519,222.99",Consumer Discretionary,FR0013451333,FR
PAN AMERICAN SILVER CORP,0.01,"USD 516,247.22",Materials,CA6979001089,CA
TIS INC,0.01,"USD 513,975.94",Information Technology,JP3104890003,JP
KEISEI ELECTRIC RAILWAY LTD,0.01,"USD 510,421.34",Industrials,JP3278600006,JP
HITACHI CONSTRUCTION MACHINERY LTD,0.01,"USD 509,515.53",Industrials,JP3787000003,JP
AMPLIFON,0.01,"USD 508,161.39",Health Care,IT0004056880,IT
FAURECIA,0.01,"USD 507,047.58",Consumer Discretionary,FR0000121147,FR
CAPCOM LTD,0.01,"USD 506,519.05",Communication,JP3218900003,JP
SEIKO EPSON CORP,0.01,"USD 505,419.28",Information Technology,JP3414750004,JP
TOHO (TOKYO) LTD,0.01,"USD 505,329.61",Communication,JP3598600009,JP
SCHIBSTED CLASS A,0.01,"USD 503,479.11",Communication,NO0003028904,NO
ATOS,0.01,"USD 502,382.67",Information Technology,FR0000051732,FR
NIPPON EXPRESS LTD,0.01,"USD 501,468.50",Industrials,JP3729400006,JP
REECE LTD,0.01,"USD 500,946.76",Industrials,AU000000REH4,AU
VOESTALPINE AG,0.01,"USD 497,220.65",Materials,AT0000937503,AT
BOLLORE,0.01,"USD 496,329.93",Communication,FR0000039299,FR
BOSTON BEER INC CLASS A,0.01,"USD 496,454.40",Consumer Staples,US1005571070,US
UNITED INTERNET AG,0.01,"USD 495,767.88",Communication,DE0005089031,DE
LANXESS AG,0.01,"USD 495,171.76",Materials,DE0005470405,DE
DIASORIN,0.01,"USD 494,953.84",Health Care,IT0003492391,IT
TOROMONT INDUSTRIES LTD,0.01,"USD 494,271.67",Industrials,CA8911021050,CA
FOX CORP CLASS B,0.01,"USD 492,541.66",Communication,US35137L2043,US
RATIONAL AG,0.01,"USD 492,658.70",Industrials,DE0007010803,DE
SCHIBSTED B,0.01,"USD 491,294.09",Communication,NO0010736879,NO
RINNAI CORP,0.01,"USD 490,049.87",Consumer Discretionary,JP3977400005,JP
TENARIS SA,0.01,"USD 488,296.49",Energy,LU0156801721,LU
ABN AMRO BANK NV,0.01,"USD 488,446.24",Financials,NL0011540547,NL
MONOTARO LTD,0.01,"USD 487,788.10",Industrials,JP3922950005,JP
GMO PAYMENT GATEWAY INC,0.01,"USD 481,586.53",Information Technology,JP3385890003,JP
MEDIPAL HOLDINGS CORP,0.01,"USD 480,812.48",Health Care,JP3268950007,JP
STANLEY ELECTRIC LTD,0.01,"USD 478,909.37",Consumer Discretionary,JP3399400005,JP
LUNDIN MINING CORP,0.01,"USD 478,935.15",Materials,CA5503721063,CA
EMPIRE LTD CLASS A,0.01,"USD 477,786.08",Consumer Staples,CA2918434077,CA
HIKMA PHARMACEUTICALS PLC,0.01,"USD 475,800.59",Health Care,GB00B0LCW083,GB
HKT TRUST AND HKT UNITS LTD,0.01,"USD 474,471.63",Communication,HK0000093390,HK
HITACHI METALS LTD,0.01,"USD 467,964.68",Materials,JP3786200000,JP
AUSNET SERVICES,0.01,"USD 467,906.87",Utilities,AU000000AST5,AU
VOLVO CLASS A,0.01,"USD 466,347.74",Industrials,SE0000115420,SE
GENTING SINGAPORE LTD,0.01,"USD 463,563.76",Consumer Discretionary,SGXE21576413,SG
B2GOLD CORP,0.01,"USD 461,076.89",Materials,CA11777Q2099,CA
JAPAN METROPOLITAN FUND INVESTMENT,0.01,"USD 459,064.92",Real Estate,JP3039710003,JP
SCOR,0.01,"USD 458,731.47",Financials,FR0010411983,FR
CLARIANT AG,0.01,"USD 458,289.66",Materials,CH0012142631,CH
SINGAPORE TECHNOLOGIES ENGINEERING,0.01,"USD 454,788.96",Industrials,SG1F60858221,SG
COSMOS PHARMACEUTICAL CORP,0.01,"USD 453,360.17",Consumer Staples,JP3298400007,JP
MIZRAHI TEFAHOT BANK LTD,0.01,"USD 451,824.20",Financials,IL0006954379,IL
EURAZEO,0.01,"USD 447,742.31",Financials,FR0000121121,FR
ISRAEL DISCOUNT BANK LTD,0.01,"USD 447,742.44",Financials,IL0006912120,IL
DAINIPPON SUMITOMO PHARMA LTD,0.01,"USD 447,059.79",Health Care,JP3495000006,JP
INDUSTRIVARDEN A,0.01,"USD 445,444.85",Financials,SE0000190126,SE
AZBIL CORP,0.01,"USD 445,875.84",Information Technology,JP3937200008,JP
TOPPAN PRINTING INC,0.01,"USD 444,664.44",Industrials,JP3629000005,JP
ADEVINTA,0.01,"USD 443,765.76",Communication,NO0010844038,NO
LIBERTY BROADBAND CORP SERIES A,0.01,"USD 441,836.94",Communication,US5303071071,US
LUNDBERGFORETAGEN CLASS B,0.01,"USD 441,738.65",Financials,SE0000108847,SE
KLEPIERRE REIT SA,0.01,"USD 440,620.12",Real Estate,FR0000121964,FR
YOKOGAWA ELECTRIC CORP,0.01,"USD 438,784.94",Information Technology,JP3955000009,JP
AURIZON HOLDINGS LTD,0.01,"USD 438,483.90",Industrials,AU000000AZJ1,AU
USS LTD,0.01,"USD 435,083.03",Consumer Discretionary,JP3944130008,JP
KEYERA CORP,0.01,"USD 434,617.61",Energy,CA4932711001,CA
PHOENIX GROUP HOLDINGS PLC,0.01,"USD 432,802.52",Financials,GB00BGXQNP29,GB
KURITA WATER INDUSTRIES LTD,0.01,"USD 430,074.57",Industrials,JP3270000007,JP
SINGAPORE EXCHANGE LTD,0.01,"USD 429,106.64",Financials,SG1J26887955,SG
ORIX JREIT REIT INC,0.01,"USD 428,114.74",Real Estate,JP3040880001,JP
CHOW TAI FOOK JEWELLERY GROUP LTD,0.01,"USD 425,286.94",Consumer Discretionary,KYG211461085,KY
TELECOM ITALIA,0.01,"USD 424,680.40",Communication,IT0003497168,IT
LENDLEASE GROUP STAPLED UNITS,0.01,"USD 423,568.83",Real Estate,AU000000LLC3,AU
NGK INSULATORS LTD,0.01,"USD 422,888.51",Industrials,JP3695200000,JP
PIGEON CORP,0.01,"USD 422,709.18",Consumer Staples,JP3801600002,JP
ORICA LTD,0.01,"USD 420,163.31",Materials,AU000000ORI1,AU
NISSHIN SEIFUN GROUP INC,0.01,"USD 418,533.33",Consumer Staples,JP3676800000,JP
HAKUHODO DY HOLDINGS INC,0.01,"USD 417,226.77",Communication,JP3766550002,JP
SWIRE PACIFIC LTD A,0.01,"USD 414,457.83",Real Estate,HK0019000162,HK
BMW PREF AG,0.01,"USD 408,295.92",Consumer Discretionary,DE0005190037,DE
SHIZUOKA BANK LTD,0.01,"USD 407,146.71",Financials,JP3351200005,JP
CASIO COMPUTER LTD,0.01,"USD 406,992.09",Consumer Discretionary,JP3209000003,JP
MIURA LTD,0.01,"USD 406,807.26",Industrials,JP3880800002,JP
NSK LTD,0.01,"USD 405,224.39",Industrials,JP3720800006,JP
LION CORP,0.01,"USD 404,161.22",Consumer Staples,JP3965400009,JP
DISCOVERY INC SERIES A,0.01,"USD 396,653.95",Communication,US25470F1049,US
TOYO SUISAN LTD,0.01,"USD 395,855.25",Consumer Staples,JP3613000003,JP
ONEX CORP,0.01,"USD 395,128.25",Financials,CA68272K1030,CA
ITOCHU TECHNO-SOLUTIONS CORP,0.01,"USD 392,479.07",Information Technology,JP3143900003,JP
CANOPY GROWTH CORP,0.01,"USD 391,056.43",Health Care,CA1380351009,CA
ELIA GROUP SA,0.01,"USD 391,281.47",Utilities,BE0003822393,BE
MAPLETREE LOGISTICS TRUST UNITS,0.01,"USD 389,330.31",Real Estate,SG1S03926213,SG
INFRASTRUTTURE WIRELESS ITALIANE,0.01,"USD 388,881.57",Communication,IT0005090300,IT
PEPTIDREAM INC,0.01,"USD 386,952.74",Health Care,JP3836750004,JP
THK LTD,0.01,"USD 385,651.68",Industrials,JP3539250005,JP
ESR CAYMAN LTD,0.01,"USD 383,935.74",Real Estate,KYG319891092,KY
TELEFONICA DEUTSCHLAND HOLDING AG,0.01,"USD 383,222.04",Communication,DE000A1J5RX9,DE
CONCORDIA FINANCIAL GROUP LTD,0.01,"USD 382,974.52",Financials,JP3305990008,JP
ICA GRUPPEN,0.01,"USD 382,579.64",Consumer Staples,SE0000652216,SE
ELBIT SYSTEMS LTD,0.01,"USD 381,908.06",Industrials,IL0010811243,IL
RYMAN HEALTHCARE LTD,0.01,"USD 377,162.94",Health Care,NZRYME0001S4,NZ
ERIE INDEMNITY CLASS A,0.01,"USD 376,460.42",Financials,US29530P1021,US
GALP ENERGIA SGPS SA,0.01,"USD 373,280.52",Energy,PTGAL0AM0009,PT
ITO EN LTD,0.01,"USD 372,423.26",Consumer Staples,JP3143000002,JP
MAGELLAN FINANCIAL GROUP LTD,0.01,"USD 372,251.19",Financials,AU000000MFG4,AU
SEB SA,0.01,"USD 371,007.87",Consumer Discretionary,FR0000121709,FR
KAKAKU.COM INC,0.01,"USD 371,050.83",Communication,JP3206000006,JP
INPOST SA,0.01,"USD 369,533.17",Industrials,LU2290522684,NL
IPSEN SA,0.01,"USD 364,627.26",Health Care,FR0010259150,FR
ORACLE JAPAN CORP,0.01,"USD 363,502.45",Information Technology,JP3689500001,JP
MERIDIAN ENERGY LTD,0.01,"USD 363,046.47",Utilities,NZMELE0002S7,NZ
KONINKLIJKE VOPAK NV,0.01,"USD 358,608.02",Energy,NL0009432491,NL
HIKARI TSUSHIN INC,0.01,"USD 358,287.20",Consumer Discretionary,JP3783420007,JP
HOSHIZAKI CORP,0.01,"USD 357,052.02",Industrials,JP3845770001,JP
EVRAZ,0.01,"USD 357,072.61",Materials,GB00B71N6K86,GB
BALLARD POWER SYSTEMS INC,0.01,"USD 347,889.62",Industrials,CA0585861085,CA
TELECOM ITALIA SAVING,0.01,"USD 347,681.63",Communication,IT0003497176,IT
CANADIAN APARTMENT PROPERTIES REAL,0.01,"USD 345,135.94",Real Estate,CA1349211054,CA
TOKYO ELECTRIC POWER HOLDINGS INC,0.01,"USD 344,802.60",Utilities,JP3585800000,JP
CANADIAN UTILITIES LTD CLASS A,0.01,"USD 340,066.85",Utilities,CA1367178326,CA
HARMONIC DRIVE SYSTEMS INC,0.01,"USD 340,216.84",Industrials,JP3765150002,JP
HK ELECTRIC INVESTMENTS UNITS LTD,0.01,"USD 340,163.86",Utilities,HK0000179108,HK
SWIRE PROPERTIES LTD,0.01,"USD 339,670.36",Real Estate,HK0000063609,HK
WELCIA HOLDINGS LTD,0.01,"USD 339,228.69",Consumer Staples,JP3274280001,JP
AEROPORTS DE PARIS SA,0.01,"USD 337,966.55",Industrials,FR0010340141,FR
IA FINANCIAL INC,0.01,"USD 336,954.26",Financials,CA45075E1043,CA
TOHO GAS LTD,0.01,"USD 333,967.70",Utilities,JP3600200004,JP
SOHGO SECURITY SERVICES LTD,0.01,"USD 333,336.38",Industrials,JP3431900004,JP
VENTURE CORPORATION LTD,0.01,"USD 332,241.61",Information Technology,SG0531000230,SG
TAISHO PHARMACEUTICAL HOLDINGS LTD,0.01,"USD 331,122.19",Health Care,JP3442850008,JP
BROOKFIELD RENEWABLE SUBORDINATE V,0.01,"USD 330,027.05",Utilities,CA11284V1058,CA
QUEBECOR INC CLASS B,0.01,"USD 329,486.36",Communication,CA7481932084,CA
FUCHS PETROLUB PREF,0.01,"USD 327,940.61",Materials,DE000A3E5D64,DE
ETABLISSEMENTEN FRANZ COLRUYT NV,0.01,"USD 327,758.74",Consumer Staples,BE0974256852,BE
JDE PEETS NV,0.01,"USD 326,626.48",Consumer Staples,NL0014332678,NL
EVOLUTION MINING LTD,0.01,"USD 323,043.03",Materials,AU000000EVN4,AU
AGL ENERGY LTD,0.01,"USD 322,916.00",Utilities,AU000000AGL7,AU
LAWSON INC,0.01,"USD 317,855.35",Consumer Staples,JP3982100004,JP
UNITED URBAN INVESTMENT REIT CORP,0.01,"USD 317,649.48",Real Estate,JP3045540006,JP
JAPAN POST BANK LTD,0.01,"USD 312,187.20",Financials,JP3946750001,JP
YAMADA HOLDINGS LTD,0.01,"USD 310,876.07",Consumer Discretionary,JP3939000000,JP
POLA ORBIS HOLDINGS INC,0,"USD 308,713.12",Consumer Staples,JP3855900001,JP
COVIVIO SA,0,"USD 304,434.37",Real Estate,FR0000064578,FR
MAPLETREE COMMERCIAL UNITS TRUST,0,"USD 301,840.42",Real Estate,SG2D18969584,SG
MERCURY NZ LTD,0,"USD 298,235.02",Utilities,NZMRPE0001S2,NZ
RIOCAN REAL ESTATE INVESTMENT TRUS,0,"USD 297,528.51",Real Estate,CA7669101031,CA
HULIC LTD,0,"USD 294,628.30",Real Estate,JP3360800001,JP
ICL GROUP LTD,0,"USD 293,955.84",Materials,IL0002810146,IL
PROXIMUS NV,0,"USD 290,805.08",Communication,BE0003810273,BE
TOHOKU ELECTRIC POWER INC,0,"USD 285,534.56",Utilities,JP3605400005,JP
SHARP CORP,0,"USD 284,302.12",Consumer Discretionary,JP3359600008,JP
MITSUBISHI HC CAPITAL INC,0,"USD 284,292.05",Financials,JP3499800005,JP
ABC MART INC,0,"USD 283,681.78",Consumer Discretionary,JP3152740001,JP
THE A2 MILK COMPANY LTD,0,"USD 282,619.52",Consumer Staples,NZATME0002S8,NZ
BUDWEISER BREWING COMPANY APAC LTD,0,"USD 282,362.35",Consumer Staples,KYG1674K1013,KY
RAIFFEISEN BANK INTERNATIONAL AG,0,"USD 281,975.76",Financials,AT0000606306,AT
BC VAUD N,0,"USD 279,498.23",Financials,CH0531751755,CH
JAPAN AIRLINES LTD,0,"USD 279,226.86",Industrials,JP3705200008,JP
PARKLAND CORP,0,"USD 278,725.22",Energy,CA70137W1086,CA
QANTAS AIRWAYS LTD,0,"USD 277,561.28",Industrials,AU000000QAN2,AU
CNP ASSURANCES SA,0,"USD 274,715.23",Financials,FR0000120222,FR
YAMANA GOLD INC,0,"USD 261,620.07",Materials,CA98462Y1007,CA
MCDONALDS HOLDINGS (JAPAN) LTD,0,"USD 261,366.03",Consumer Discretionary,JP3750500005,JP
ZOZO INC,0,"USD 259,060.34",Consumer Discretionary,JP3399310006,JP
DASSAULT AVIATION SA,0,"USD 258,648.18",Industrials,FR0000121725,FR
NOMURA REAL ESTATE HOLDINGS INC,0,"USD 251,264.93",Real Estate,JP3762900003,JP
THE SWATCH GROUP AG,0,"USD 248,100.96",Consumer Discretionary,CH0012255144,CH
CROWN RESORTS LTD,0,"USD 239,250.55",Consumer Discretionary,AU000000CWN6,AU
AIR CANADA VOTING AND VARIABLE VOT,0,"USD 236,629.17",Industrials,CA0089118776,CA
GJENSIDIGE FORSIKRING,0,"USD 221,383.42",Financials,NO0010582521,NO
LIBERTY MEDIA LIBERTY SIRIUSXM COR,0,"USD 220,363.78",Communication,US5312294094,US
HINO MOTORS LTD,0,"USD 220,807.91",Industrials,JP3792600003,JP
INDUSTRIVARDEN SERIES,0,"USD 219,518.67",Financials,SE0000107203,SE
SUNTORY BEVERAGE & FOOD LTD,0,"USD 217,530.54",Consumer Staples,JP3336560002,JP
ANA HOLDINGS INC,0,"USD 215,087.61",Industrials,JP3429800000,JP
DEUTSCHE LUFTHANSA AG,0,"USD 211,658.77",Industrials,DE0008232125,DE
MELCO RESORTS ENTERTAINMENT ADR LT,0,"USD 204,630.10",Consumer Discretionary,US5854641009,US
JACKSON FINANCIAL INC,0,"USD 170,010.75",Financials,US46817M1071,US
IGM FINANCIAL INC,0,"USD 159,442.38",Financials,CA4495861060,CA
SJM HLDGS LTD,0,"USD 155,365.03",Consumer Discretionary,HK0880043028,HK
HISAMITSU PHARMACEUTICAL INC,0,"USD 148,954.66",Health Care,JP3784600003,JP
ATCO LTD CLASS I,0,"USD 137,638.23",Utilities,CA0467894006,CA
JAPAN POST INSURANCE LTD,0,"USD 136,891.90",Financials,JP3233250004,JP

